"GenusSpecies","Abund","Occ","Site","Date","Genus","Year","SiteStatus","FirePerim","Sociality","NestLoc","Excavate","Lecty","Wood","FireKill","PolSpec","YoseSpec","HBabund","doy"
"Osmia montana quadriceps",0,0,"N132",2013-07-14,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,5,195
"Osmia montana quadriceps",0,0,"N132",2013-07-20,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,3,201
"Osmia montana quadriceps",0,0,"N132",2013-08-01,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,213
"Osmia montana quadriceps",0,0,"N133",2013-07-08,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,21,189
"Osmia montana quadriceps",0,0,"N133",2013-07-11,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,8,192
"Osmia montana quadriceps",0,0,"N133",2013-07-23,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,17,204
"Osmia montana quadriceps",0,0,"N133",2013-07-25,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,13,206
"Osmia montana quadriceps",0,0,"N134",2013-07-08,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,8,189
"Osmia montana quadriceps",0,0,"N134",2013-07-11,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,9,192
"Osmia montana quadriceps",0,0,"N134",2013-07-22,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,31,203
"Osmia montana quadriceps",0,0,"N134",2013-07-25,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,30,206
"Osmia montana quadriceps",0,0,"N135",2013-07-08,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,189
"Osmia montana quadriceps",1,1,"N135",2013-07-11,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,192
"Osmia montana quadriceps",0,0,"N135",2013-07-22,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,5,203
"Osmia montana quadriceps",0,0,"N135",2013-07-25,"Osmia","2013","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,206
"Osmia montana quadriceps",0,0,"N136",2013-07-09,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,3,190
"Osmia montana quadriceps",0,0,"N136",2013-07-12,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,4,193
"Osmia montana quadriceps",0,0,"N136",2013-07-24,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,205
"Osmia montana quadriceps",0,0,"N136",2013-07-26,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,207
"Osmia montana quadriceps",0,0,"N137",2013-07-09,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,190
"Osmia montana quadriceps",0,0,"N137",2013-07-12,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,12,193
"Osmia montana quadriceps",0,0,"N137",2013-07-24,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,11,205
"Osmia montana quadriceps",0,0,"N137",2013-07-26,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,19,207
"Osmia montana quadriceps",0,0,"N139",2013-07-09,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,190
"Osmia montana quadriceps",0,0,"N139",2013-07-12,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,3,193
"Osmia montana quadriceps",0,0,"N139",2013-07-24,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,205
"Osmia montana quadriceps",0,0,"N139",2013-07-26,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,4,207
"Osmia montana quadriceps",0,0,"P24",2013-06-27,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,178
"Osmia montana quadriceps",0,0,"P24",2013-07-13,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,194
"Osmia montana quadriceps",0,0,"P24",2013-07-19,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,200
"Osmia montana quadriceps",0,0,"P24",2013-07-29,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,210
"Osmia montana quadriceps",0,0,"P310",2013-06-29,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,180
"Osmia montana quadriceps",0,0,"P310",2013-07-13,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,194
"Osmia montana quadriceps",0,0,"P310",2013-07-17,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,198
"Osmia montana quadriceps",0,0,"P310",2013-07-31,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,212
"Osmia montana quadriceps",0,0,"P33",2013-06-27,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,3,178
"Osmia montana quadriceps",0,0,"P33",2013-07-13,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,194
"Osmia montana quadriceps",0,0,"P33",2013-07-18,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,199
"Osmia montana quadriceps",0,0,"P33",2013-07-29,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,13,210
"Osmia montana quadriceps",0,0,"P37",2013-06-28,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,4,179
"Osmia montana quadriceps",0,0,"P37",2013-07-13,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,6,194
"Osmia montana quadriceps",0,0,"P37",2013-07-19,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,200
"Osmia montana quadriceps",0,0,"P37",2013-07-30,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,211
"Osmia montana quadriceps",0,0,"P43",2013-06-28,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,179
"Osmia montana quadriceps",0,0,"P43",2013-07-13,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,194
"Osmia montana quadriceps",0,0,"P43",2013-07-17,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,198
"Osmia montana quadriceps",0,0,"P43",2013-07-30,"Osmia","2013","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,211
"Osmia montana quadriceps",0,0,"W04",2013-06-30,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,181
"Osmia montana quadriceps",0,0,"W04",2013-07-14,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,17,195
"Osmia montana quadriceps",0,0,"W04",2013-07-20,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,5,201
"Osmia montana quadriceps",0,0,"W04",2013-08-01,"Osmia","2013","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,3,213
"Osmia montana quadriceps",8,1,"L21",2014-06-12,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,163
"Osmia montana quadriceps",4,1,"L21",2014-06-22,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,173
"Osmia montana quadriceps",5,1,"L21",2014-07-03,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,184
"Osmia montana quadriceps",1,1,"L21",2014-07-13,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,194
"Osmia montana quadriceps",0,0,"L24",2014-06-13,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,164
"Osmia montana quadriceps",0,0,"L24",2014-06-23,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,6,174
"Osmia montana quadriceps",0,0,"L24",2014-07-02,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,183
"Osmia montana quadriceps",0,0,"L24",2014-07-13,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,4,194
"Osmia montana quadriceps",1,1,"L33",2014-06-13,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,164
"Osmia montana quadriceps",1,1,"L33",2014-06-23,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,174
"Osmia montana quadriceps",1,1,"L33",2014-07-03,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,184
"Osmia montana quadriceps",0,0,"L33",2014-07-13,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,15,194
"Osmia montana quadriceps",0,0,"L35",2014-06-12,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,163
"Osmia montana quadriceps",0,0,"L35",2014-06-22,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,173
"Osmia montana quadriceps",0,0,"L35",2014-07-03,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,184
"Osmia montana quadriceps",0,0,"L35",2014-07-13,"Osmia","2014","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,194
"Osmia montana quadriceps",1,1,"N131",2014-06-14,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,4,165
"Osmia montana quadriceps",0,0,"N131",2014-06-25,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,176
"Osmia montana quadriceps",0,0,"N131",2014-07-04,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,7,185
"Osmia montana quadriceps",1,1,"N131",2014-07-14,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,24,195
"Osmia montana quadriceps",0,0,"N132",2014-06-14,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,165
"Osmia montana quadriceps",0,0,"N132",2014-06-25,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,6,176
"Osmia montana quadriceps",0,0,"N132",2014-07-04,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,185
"Osmia montana quadriceps",0,0,"N132",2014-07-14,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,5,195
"Osmia montana quadriceps",2,1,"N133",2014-06-18,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,3,169
"Osmia montana quadriceps",0,0,"N133",2014-07-07,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,9,188
"Osmia montana quadriceps",0,0,"N133",2014-07-10,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,19,191
"Osmia montana quadriceps",0,0,"N133",2014-07-18,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,12,199
"Osmia montana quadriceps",0,0,"N134",2014-06-17,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,168
"Osmia montana quadriceps",0,0,"N134",2014-07-06,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,9,187
"Osmia montana quadriceps",0,0,"N134",2014-07-09,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,17,190
"Osmia montana quadriceps",0,0,"N134",2014-07-17,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,69,198
"Osmia montana quadriceps",5,1,"N135",2014-06-18,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,10,169
"Osmia montana quadriceps",0,0,"N135",2014-07-06,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,14,187
"Osmia montana quadriceps",0,0,"N135",2014-07-09,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,13,190
"Osmia montana quadriceps",0,0,"N135",2014-07-19,"Osmia","2014","MOD","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,12,200
"Osmia montana quadriceps",0,0,"N136",2014-06-17,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,168
"Osmia montana quadriceps",0,0,"N136",2014-07-07,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,9,188
"Osmia montana quadriceps",0,0,"N136",2014-07-10,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,9,191
"Osmia montana quadriceps",0,0,"N136",2014-07-17,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,198
"Osmia montana quadriceps",0,0,"N137",2014-06-19,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,1,170
"Osmia montana quadriceps",0,0,"N137",2014-07-07,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,11,188
"Osmia montana quadriceps",0,0,"N137",2014-07-10,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,13,191
"Osmia montana quadriceps",0,0,"N137",2014-07-19,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,33,200
"Osmia montana quadriceps",0,0,"N139",2014-06-18,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,169
"Osmia montana quadriceps",0,0,"N139",2014-07-06,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,11,187
"Osmia montana quadriceps",0,0,"N139",2014-07-09,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,11,190
"Osmia montana quadriceps",0,0,"N139",2014-07-18,"Osmia","2014","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,34,199
"Osmia montana quadriceps",0,0,"P24",2014-06-12,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,163
"Osmia montana quadriceps",0,0,"P24",2014-06-23,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,174
"Osmia montana quadriceps",0,0,"P24",2014-07-02,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,183
"Osmia montana quadriceps",0,0,"P24",2014-07-13,"Osmia","2014","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,194
"Osmia montana quadriceps",0,0,"P310",2014-06-12,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,163
"Osmia montana quadriceps",0,0,"P310",2014-06-24,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,175
"Osmia montana quadriceps",0,0,"P310",2014-07-01,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,182
"Osmia montana quadriceps",0,0,"P310",2014-07-13,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,194
"Osmia montana quadriceps",0,0,"P33",2014-06-12,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,163
"Osmia montana quadriceps",0,0,"P33",2014-06-22,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,173
"Osmia montana quadriceps",0,0,"P33",2014-07-02,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,183
"Osmia montana quadriceps",0,0,"P33",2014-07-13,"Osmia","2014","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,194
"Osmia montana quadriceps",1,1,"P37",2014-06-13,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,164
"Osmia montana quadriceps",1,1,"P37",2014-06-24,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,11,175
"Osmia montana quadriceps",0,0,"P37",2014-07-01,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,20,182
"Osmia montana quadriceps",1,1,"P43",2014-06-13,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,164
"Osmia montana quadriceps",1,1,"P43",2014-06-24,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,175
"Osmia montana quadriceps",0,0,"P43",2014-07-03,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,184
"Osmia montana quadriceps",0,0,"P43",2014-07-13,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,194
"Osmia montana quadriceps",0,0,"W04",2014-06-14,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,165
"Osmia montana quadriceps",0,0,"W04",2014-06-25,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,176
"Osmia montana quadriceps",0,0,"W04",2014-07-04,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,185
"Osmia montana quadriceps",0,0,"W04",2014-07-14,"Osmia","2014","HIGH","Meadow","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,2,195
"Osmia montana quadriceps",0,0,"P37",2014-07-13,"Osmia","2014","LOW","Horizon","solitary","above","rent",NA,"yes","yes",0.547532364918503,0.517881401222183,0,194
"Osmia albolateralis",0,0,"L21",2013-06-26,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,6,177
"Osmia albolateralis",0,0,"L21",2013-07-13,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,3,194
"Osmia albolateralis",0,0,"L21",2013-07-17,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,9,198
"Osmia albolateralis",0,0,"L21",2013-07-30,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,10,211
"Osmia albolateralis",1,1,"L24",2013-06-27,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,3,178
"Osmia albolateralis",0,0,"L24",2013-07-13,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,5,194
"Osmia albolateralis",0,0,"L24",2013-07-18,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,19,199
"Osmia albolateralis",0,0,"L24",2013-07-31,"Osmia","2013","HIGH","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,21,212
"Osmia albolateralis",0,0,"L33",2013-06-29,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,0,180
"Osmia albolateralis",0,0,"L33",2013-07-13,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,13,194
"Osmia albolateralis",0,0,"L33",2013-07-19,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,26,200
"Osmia albolateralis",0,0,"L33",2013-07-31,"Osmia","2013","LOW","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,3,212
"Osmia albolateralis",0,0,"L35",2013-06-27,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,0,178
"Osmia albolateralis",0,0,"L35",2013-07-13,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,0,194
"Osmia albolateralis",0,0,"L35",2013-07-18,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,2,199
"Osmia albolateralis",0,0,"L35",2013-07-29,"Osmia","2013","MOD","Hoover","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,21,210
"Osmia albolateralis",0,0,"N131",2013-06-30,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,0,181
"Osmia albolateralis",0,0,"N131",2013-07-14,"Osmia","2013","LOW","Meadow","solitary","above","rent",NA,"yes","yes",0.497609516993996,0.358789522529668,3,195
